"id";"name";"date_added";"entity_type_id"
26284;"giant food props";"2017-04-25 04:40:08";4
26285;"hans christian";"2017-04-25 04:40:08";1
26286;"Minotaur";"2017-04-25 04:40:09";1
26287;"Roger Rabbit";"2017-04-25 04:40:09";2
26288;"web-slinger encounters";"2017-04-25 04:40:09";4
26289;"Carnival FestivalCarnival Festival";"2017-04-25 04:40:10";9
26290;"Tokyo Disneyland";"2017-04-25 04:40:11";7
26291;"Under the Sea";"2017-04-25 04:40:11";10
26292;"Haunted Mansion";"2017-04-25 04:40:12";13
26293;"Tiki Room and Adventurer's Club";"2017-04-25 04:40:12";8
26294;"Robert Osborne";"2017-04-25 04:40:12";2
26295;"Henry Mystic";"2017-04-25 04:40:13";2
26296;"Egyptian tomb of King Tut.14";"2017-04-25 04:40:13";13
26297;"race car simulator";"2017-04-25 04:40:30";4
26298;"Shambhala";"2017-04-25 04:40:31";9
26299;"Formula One";"2017-04-25 04:40:31";18
26300;"Middle Eastern desert";"2017-04-25 04:40:31";15
26301;"portaventura";"2017-04-25 04:40:32";1
26302;"Maranello";"2017-04-25 04:40:32";7
26303;"car maker";"2017-04-25 04:40:33";4
26304;"luxury sports cars";"2017-04-25 04:40:33";4
26305;"Ferrari’s factory";"2017-04-25 04:40:33";13
26306;"Italia";"2017-04-25 04:40:33";11
26307;"car brand";"2017-04-25 04:40:34";4
26308;"Spider";"2017-04-25 04:40:34";23
26309;"National Institute";"2017-04-25 04:40:41";13
26310;"online report";"2017-04-25 04:40:44";4
26311;"Tom Whalley";"2017-04-25 04:40:46";2
26312;"Tupac Shakur estate trustee";"2017-04-25 04:40:47";3
26313;"The café";"2017-04-25 04:40:47";13
26314;"Jamala";"2017-04-25 04:40:47";2
26315;"food & flowers &";"2017-04-25 04:40:48";4
26316;"the 20th anniversary of the rapper's death";"2017-04-25 04:40:49";24
26317;"Tupac's Powamekka Café";"2017-04-25 04:40:49";13
26318;"Powamekka Café";"2017-04-25 04:40:49";13
26319;"The Hollywood Tower Hotel";"2017-04-25 04:40:53";13
26320;"Nova Corps";"2017-04-25 04:40:53";8
26321;"Chris Pratt";"2017-04-25 04:40:53";2
26322;"Zoe Saldana";"2017-04-25 04:40:54";2
26323;"Tammi Terrell";"2017-04-25 04:40:54";2
26324;"universe.Mission";"2017-04-25 04:40:55";8
26325;"Hollywood Tower Hotel";"2017-04-25 04:40:55";13
26326;"Collector’s warehouse";"2017-04-25 04:40:55";13
26327;"Joe Rohde";"2017-04-25 04:40:55";2
26328;"Dave Bautista";"2017-04-25 04:40:56";2
26329;"Tower of Terror";"2017-04-25 04:40:56";13
26330;"Bradley Cooper";"2017-04-25 04:40:56";2
26331;"magic portal";"2017-04-25 04:40:56";4
26332;"Cherry Bomb";"2017-04-25 04:40:56";2
26333;"mysterious Collector";"2017-04-25 04:40:57";3
26334;"Collector’s museum";"2017-04-25 04:40:58";13
26335;"Rocket";"2017-04-25 04:40:58";1
26336;"Twilight Zone Tower of Terror";"2017-04-25 04:40:58";13
26337;"Disney Imagineer Joe Rohde";"2017-04-25 04:40:59";2
26338;"Bill Engvall";"2017-04-25 04:41:02";2
26339;"Dixie Landin";"2017-04-25 04:41:02";2
26340;"Jeff Foxworthy";"2017-04-25 04:41:03";2
26341;"Larry the Cable Guy";"2017-04-25 04:41:04";2
26342;"Valdosta";"2017-04-25 04:41:05";7
26343;"Luna Park";"2017-04-25 04:41:05";2
26344;"youth sports complex";"2017-04-25 04:41:06";4
26345;"Tracy Reiman";"2017-04-25 04:41:12";2
26346;"Marilyn Hannes";"2017-04-25 04:41:13";2
26347;"Brian Morrow";"2017-04-25 04:41:13";2
26348;"Amaya";"2017-04-25 04:41:14";2
26349;"NORTHERN LIGHTS";"2017-04-25 04:41:14";1
26350;"California Coastal Commission";"2017-04-25 04:41:15";8
26351;"projection mapping technology";"2017-04-25 04:41:15";4
26352;"Dawn Brancheau";"2017-04-25 04:41:15";2
26353;"projection mapping technology";"2017-04-25 04:41:16";25
26354;"5,500-seat Shamu stadium";"2017-04-25 04:41:16";13
26355;"ride systems";"2017-04-25 04:41:23";4
26356;"Harley Quinn";"2017-04-25 04:41:23";2
26357;"Lauren Wood Weaver";"2017-04-25 04:41:26";2
26358;"John Wood";"2017-04-25 04:41:26";2
26359;"sinister laughing gas";"2017-04-25 04:41:26";4
26360;"Advanced Technologies";"2017-04-25 04:41:27";1
26361;"Casper";"2017-04-25 04:41:27";2
26362;"fresh paint job";"2017-04-25 04:41:27";4
26363;"Oceaneering";"2017-04-25 04:41:28";1
26364;"Democratic governor";"2017-04-25 04:41:34";3
26365;"Perez's court";"2017-04-25 04:41:35";8
26366;"Kaitlin Sweeney";"2017-04-25 04:41:36";2
26367;"Sam Johnson";"2017-04-25 04:41:42";2
26368;"votes";"2017-04-25 04:41:43";8
26369;"Veteran Cumberland defense attorney";"2017-04-25 04:41:47";3
26370;"Ziler's mission";"2017-04-25 04:41:47";8
26371;"drug dealer";"2017-04-25 04:41:48";3
26372;"David Ziler";"2017-04-25 04:41:49";2
26373;"media talks";"2017-04-25 04:41:49";4
26374;"Queen City Pavement.";"2017-04-25 04:41:49";1
26375;"Wills Creek";"2017-04-25 04:41:49";15
26376;"Union Rescue Mission";"2017-04-25 04:41:49";8
26377;"Mark Hamill,Carrie Fischer";"2017-04-25 04:42:04";2
26378;"Harry Ford";"2017-04-25 04:42:04";2
26379;"Kurt Affair";"2017-04-25 04:42:04";2
26380;"Fred Roos";"2017-04-25 04:42:04";2
26381;"Chris Walken";"2017-04-25 04:42:05";2
26382;"Daisy Ridley";"2017-04-25 04:42:05";2
26383;"Francis Coppola";"2017-04-25 04:42:05";2
26384;"Dean Tavoularis";"2017-04-25 04:42:05";2
26385;"Alec Guinness";"2017-04-25 04:42:06";2
26386;"millennium falcon";"2017-04-25 04:42:06";1
26387;"Carrie";"2017-04-25 04:42:06";10
26388;"casting director";"2017-04-25 04:42:06";3
26389;"Lucasfilm Ltd.";"2017-04-25 04:42:06";1
26390;"street racer";"2017-04-25 04:42:07";3
26391;"Force Awakens";"2017-04-25 04:42:07";10
26392;"Irvin Kershner";"2017-04-25 04:42:07";2
26393;"Indiana Jones";"2017-04-25 04:42:07";10
26394;"Steve Larson";"2017-04-25 04:42:07";2
26395;"director for Star Wars";"2017-04-25 04:42:08";3
26396;"Colin Higgins";"2017-04-25 04:42:08";2
26397;"actor for the part";"2017-04-25 04:42:09";3
26398;"Harold and Maude";"2017-04-25 04:42:09";10
26399;"business man , an entrepreneur";"2017-04-25 04:42:09";3
26400;"Maude screenwriter";"2017-04-25 04:42:09";3
26401;"David Cross";"2017-04-25 04:42:14";2
26402;"consumer-driven healthcare";"2017-04-25 04:42:17";4
26403;"Trump Ryan";"2017-04-25 04:42:18";2
26404;"consumer-directed tools";"2017-04-25 04:42:19";4
26405;"insurance buyers";"2017-04-25 04:42:19";4
26406;"insurance products";"2017-04-25 04:42:20";4
26407;"Bobby Rush";"2017-04-25 04:42:25";2
26408;"Republican Conference";"2017-04-25 04:42:26";1
26409;"Cathy McMorris Rodgers";"2017-04-25 04:42:26";2
26410;"Ted Deutch";"2017-04-25 04:42:26";2
26411;"international observer";"2017-04-25 04:42:33";3
26412;"Diana Denman";"2017-04-25 04:42:34";2
26413;"Moon administration";"2017-04-25 04:42:39";8
26414;"Moon Jae";"2017-04-25 04:42:39";2
26415;"critic of U.S. policy";"2017-04-25 04:42:39";3
26416;"new Moon";"2017-04-25 04:42:40";14
26417;"Edward Oh";"2017-04-25 04:42:41";2
26418;"attorney and writer";"2017-04-25 04:42:41";3
26419;"Rhee Young-hee";"2017-04-25 04:42:42";2
26420;"Lawrence Kasdan";"2017-04-25 04:42:46";2
26421;"Lucasfilm Story Group";"2017-04-25 04:42:47";1
26422;"Kiri Hart";"2017-04-25 04:42:47";2
26423;"Internet-breaking clip";"2017-04-25 04:42:47";4
26424;"The Kings of Summer";"2017-04-25 04:42:51";10
26425;"Stefan Dechant";"2017-04-25 04:42:52";2
26426;"Bill Randa";"2017-04-25 04:42:52";2
26427;"K.All";"2017-04-25 04:42:52";2
26428;"James Conrad";"2017-04-25 04:42:52";2
26429;"the Sundance";"2017-04-25 04:42:52";9
26430;"clandestine government operative";"2017-04-25 04:42:53";3
26431;"Naomi Watts";"2017-04-25 04:42:53";2
26432;"Jing Tian";"2017-04-25 04:42:53";2
26433;"Jordan Vogt-Roberts";"2017-04-25 04:42:53";2
26434;"Tom Hiddleston";"2017-04-25 04:42:53";2
26435;"White Rabbit";"2017-04-25 04:42:54";20
26436;"»kenneth.turan@latimes.com";"2017-04-25 04:42:54";6
26437;"Fay Wray";"2017-04-25 04:42:54";2
26438;"requisite semi-mad scientist";"2017-04-25 04:42:54";3
26439;"Preston Packard";"2017-04-25 04:42:54";2
26440;"Derek Connolly";"2017-04-25 04:42:55";2
26441;"Max Borenstein";"2017-04-25 04:42:55";2
26442;"Brie Larson";"2017-04-25 04:42:55";2
26443;"Larry Fong";"2017-04-25 04:42:55";2
26444;"John C. Reilly";"2017-04-25 04:42:56";2
26445;"Van Winkle-type";"2017-04-25 04:42:56";2
26446;"Mason Weaver";"2017-04-25 04:42:56";2
26447;"Huey";"2017-04-25 04:42:57";2
26448;"Corey Hawkins";"2017-04-25 04:42:57";2
26449;"Dan Gilroy";"2017-04-25 04:42:57";2
26450;"Bad Moon Rising";"2017-04-25 04:42:57";20
26451;"industrial light";"2017-04-25 04:42:58";1
26452;"William Wellman";"2017-04-25 04:43:02";2
26453;"Mary Corliss";"2017-04-25 04:43:03";2
26454;"high school football player";"2017-04-25 04:43:03";3
26455;"Truthdig";"2017-04-25 04:43:03";14
26456;"George Cukor";"2017-04-25 04:43:03";2
26457;"Richard Schickel";"2017-04-25 04:43:04";2
26458;"Howard Hawks";"2017-04-25 04:43:04";2
26459;"Meet Me in St. Louis";"2017-04-25 04:43:04";10
26460;"The Big Red One";"2017-04-25 04:43:04";10
26461;"Chinatown";"2017-04-25 04:43:05";10
26462;"reclusive director";"2017-04-25 04:43:05";3
26463;"truth.kenneth.turan@latimes.com";"2017-04-25 04:43:05";6
26464;"great critic";"2017-04-25 04:43:05";3
26465;"Sam Fuller";"2017-04-25 04:43:06";2
26466;"Directors Guild";"2017-04-25 04:43:06";8
26467;"Raoul Walsh";"2017-04-25 04:43:06";2
26468;"Vidor";"2017-04-25 04:43:06";2
26469;"Dying Laughing";"2017-04-25 04:43:07";10
26470;"weekly critic";"2017-04-25 04:43:07";3
26471;"Robert Towne";"2017-04-25 04:43:07";2
26472;"rare critic";"2017-04-25 04:43:07";3
26473;"model critic";"2017-04-25 04:43:07";3
26474;"Alan Arkin";"2017-04-25 04:43:11";2
26475;"Zach Braff";"2017-04-25 04:43:12";2
26476;"Going in Style";"2017-04-25 04:43:12";10
26477;"Avy Kaufman";"2017-04-25 04:43:12";2
26478;"Art Carney";"2017-04-25 04:43:12";2
26479;"Christopher Lloyd";"2017-04-25 04:43:13";2
26480;"George Burns";"2017-04-25 04:43:13";2
26481;"Lee Strasberg";"2017-04-25 04:43:13";2
26482;"Matt Dillon";"2017-04-25 04:43:13";2
26483;"Martin Brest";"2017-04-25 04:43:14";2
26484;"Value Town";"2017-04-25 04:43:14";7
26485;"Garden State";"2017-04-25 04:43:14";10
26486;"unctuous banker";"2017-04-25 04:43:14";3
26487;"bank robbery";"2017-04-25 04:43:15";4
26488;"John Ortiz";"2017-04-25 04:43:15";2
26489;"bank robbers";"2017-04-25 04:43:15";4
26490;"Theodore Melfi";"2017-04-25 04:43:15";2
26491;"Wechsler Steel";"2017-04-25 04:43:15";1
26492;"Josh Pais";"2017-04-25 04:43:15";2
26493;"Stan Getz";"2017-04-25 04:43:16";2
26494;"Michael Caine";"2017-04-25 04:43:16";2
26495;"veteran casting director";"2017-04-25 04:43:16";3
26496;"bank robbing scheme";"2017-04-25 04:43:16";4
26497;"Hidden Figures";"2017-04-25 04:43:17";10
26498;"jazz saxophonist";"2017-04-25 04:43:17";3
26499;"Semtech";"2017-04-25 04:43:17";1
26500;"Kuwait government";"2017-04-25 04:43:21";8
26501;"Kate Bennett";"2017-04-25 04:43:22";2
26502;"Steven Mnuchin attended";"2017-04-25 04:43:24";2
26503;"Kuwait Embassy";"2017-04-25 04:43:25";8
26504;"city law enforcement";"2017-04-25 04:43:28";4
26505;"Jennifer Ritchey";"2017-04-25 04:43:29";2
26506;"Field Office";"2017-04-25 04:43:30";8
26507;"Metropoulos & Co.";"2017-04-25 04:43:34";1
26508;"GHIRARDELLI CHOCOLATE";"2017-04-25 04:43:35";1
26509;"Evan";"2017-04-25 04:43:35";2
26510;"Eve Plumb";"2017-04-25 04:43:35";2
26511;"firm.neal.leitereg@latimes.comTwitter";"2017-04-25 04:43:35";6
26512;"Gary Gold";"2017-04-25 04:43:36";2
26513;"Coldwell Banker";"2017-04-25 04:43:36";1
26514;"Jade Mills";"2017-04-25 04:43:36";2
26515;"snack products";"2017-04-25 04:43:37";4
26516;"noted architect";"2017-04-25 04:43:37";3
26517;"Playboy Mansion";"2017-04-25 04:43:38";13
26518;"Pabst Brewing Co.";"2017-04-25 04:43:39";1
26519;"Los Feliz";"2017-04-25 04:43:39";23
26520;"Playboy Enterprises";"2017-04-25 04:43:39";1
26521;"Apollo Global Management";"2017-04-25 04:43:39";1
26522;"Arthur R. Kelly";"2017-04-25 04:43:39";2
26523;"A gymnasium";"2017-04-25 04:43:39";13
26524;"also co-owns Hostess";"2017-04-25 04:43:40";3
26525;"Los Angeles Country Club";"2017-04-25 04:43:40";8
26526;"11Actor Jason Segel";"2017-04-25 04:43:40";1
26527;"Daren Metropoulos";"2017-04-25 04:43:40";2
26528;"Hugh Hefner";"2017-04-25 04:43:40";2
26529;"Brady Bunch";"2017-04-25 04:43:41";10
26530;"C. Dean";"2017-04-25 04:43:41";2
26531;"Drew Fenton";"2017-04-25 04:43:41";2
26532;"Arthur Letts Jr.";"2017-04-25 04:43:41";2
26533;"Rafael Bueno Gil";"2017-04-25 04:43:45";2
26534;"Gareth Edwards";"2017-04-25 04:43:49";2
26535;"Riz Ahmed";"2017-04-25 04:43:51";2
26536;"lame-duck president";"2017-04-25 04:43:54";3
26537;"Ford O'Connell";"2017-04-25 04:43:55";2
26538;"president , president-elect";"2017-04-25 04:43:56";3
26539;"Harlingen";"2017-04-25 04:44:00";7
26540;"Bloomington";"2017-04-25 04:44:02";7
26541;"Imperial";"2017-04-25 04:44:02";7
26542;"Justice Department's Executive Office";"2017-04-25 04:44:02";8
26543;"Michael Arndt";"2017-04-25 04:44:06";2
26544;"Oscar Isaac";"2017-04-25 04:44:06";2
26545;"Snoke";"2017-04-25 04:44:08";2
26546;"Andy Serkis";"2017-04-25 04:44:09";2
26547;"Adam Driver";"2017-04-25 04:44:09";2
26548;"Association of Manufacturers";"2017-04-25 04:44:13";8
26549;"economics professor";"2017-04-25 04:44:13";3
26550;"senior economic analyst";"2017-04-25 04:44:14";3
26551;"retail workers looms";"2017-04-25 04:44:14";4
26552;"online purchases";"2017-04-25 04:44:14";4
26553;"PNC Financial Services";"2017-04-25 04:44:15";1
26554;"Bankrate.com";"2017-04-25 04:44:15";1
26555;"retail jobs";"2017-04-25 04:44:16";4
26556;"Gus Faucher";"2017-04-25 04:44:16";2
26557;"Justin Wolfers";"2017-04-25 04:44:16";2
26558;"Mark Hamrick";"2017-04-25 04:44:16";2
26559;"Lafayette General Hospital";"2017-04-25 04:44:24";8
26560;"Lafayette General Hospital";"2017-04-25 04:44:24";13
26561;"Roger Rayson";"2017-04-25 04:44:25";2
26562;"LaSalle General Hospital";"2017-04-25 04:44:25";13
26563;"LaSalle General Hospital";"2017-04-25 04:44:25";8
26564;"Billie";"2017-04-25 04:44:40";2
26565;"Hugo Strange";"2017-04-25 04:44:40";2
26566;"Alberto E. Rodriguez";"2017-04-25 04:44:40";2
26567;"potato chips";"2017-04-25 04:44:41";25
26568;"director of Episode VIII]";"2017-04-25 04:44:42";3
26569;"Marquand";"2017-04-25 04:44:42";2
26570;"potato chips";"2017-04-25 04:44:43";4
26571;"Kathleen Kennedy";"2017-04-25 04:44:43";1
26572;"Kershner";"2017-04-25 04:44:43";2
26573;"progressive political science professor";"2017-04-25 04:44:46";3
26574;"Corey Robin";"2017-04-25 04:44:46";2
26575;"Obama and Kerry";"2017-04-25 04:44:46";8
26576;"conservative congressman";"2017-04-25 04:44:48";3
26577;"Brooklyn College";"2017-04-25 04:44:49";13
26578;"managing director of health services";"2017-04-25 04:44:53";3
26579;"UnitedHealth";"2017-04-25 04:44:53";1
26580;"insurance death spiral";"2017-04-25 04:44:55";4
26581;"director of health services for financial analyst firm";"2017-04-25 04:44:55";3
26582;"controversial healthcare marketplaces";"2017-04-25 04:44:55";4
26583;"healthcare market";"2017-04-25 04:44:55";4
26584;"Ana Gupte";"2017-04-25 04:44:56";2
26585;"Leerink";"2017-04-25 04:44:56";1
26586;"political comedian";"2017-04-25 04:44:59";3
26587;"muhammad ali";"2017-04-25 04:44:59";1
26588;"sacramento bee";"2017-04-25 04:44:59";1
26589;"Linette Lopez";"2017-04-25 04:45:00";2
26590;"senior finance correspondent for Business Insider";"2017-04-25 04:45:00";3
26591;"social media buzz";"2017-04-25 04:45:00";4
26592;"Foon Rhee";"2017-04-25 04:45:01";2
26593;"Salvador Hernandez";"2017-04-25 04:45:01";2
26594;"Carmine Sabia";"2017-04-25 04:45:01";2
26595;"James Earl Jones";"2017-04-25 04:45:01";2
26596;"crack head";"2017-04-25 04:45:02";3
26597;"George Forman";"2017-04-25 04:45:03";2
26598;"veteran and international business consultant";"2017-04-25 04:45:07";3
26599;"house speaker , presidential candidate";"2017-04-25 04:45:07";3
26600;"Selena Zito";"2017-04-25 04:45:08";2
26601;"stronghold of Wisconsin";"2017-04-25 04:45:08";13
26602;"Besides";"2017-04-25 04:45:08";1
26603;"Wauwatosa state senator and registered nurse";"2017-04-25 04:45:09";3
26604;"Leah Vukmir";"2017-04-25 04:45:10";2
26605;"Democrat Senatorial Campaign Committee";"2017-04-25 04:45:10";8
26606;"state supreme court";"2017-04-25 04:45:10";8
26607;"Charismatic";"2017-04-25 04:45:11";1
26608;"Madison hedge fund manager";"2017-04-25 04:45:11";3
26609;"Wisconsin Senate";"2017-04-25 04:45:12";8
26610;"Kevin Nicholson";"2017-04-25 04:45:12";2
26611;"Eric Hodve";"2017-04-25 04:45:12";2
26612;"sitting commissioner";"2017-04-25 04:45:16";3
26613;"Charles Lester";"2017-04-25 04:45:16";2
26614;"U2 guitarist";"2017-04-25 04:45:16";3
26615;"McCabe & Co.";"2017-04-25 04:45:17";1
26616;"Fair Political Practices Commission";"2017-04-25 04:45:17";8
26617;"U2";"2017-04-25 04:45:18";12
26618;"paid consultant";"2017-04-25 04:45:18";3
26619;"civil rights advocacy";"2017-04-25 04:45:19";4
26620;"David Evans";"2017-04-25 04:45:19";2
26621;"Equality California";"2017-04-25 04:45:19";1
26622;"Antoinette DeVargas";"2017-04-25 04:45:19";2
26623;"business.steve.lopez@latimes.comTwitter";"2017-04-25 04:45:20";6
26624;"vice president of the civil rights advocacy group";"2017-04-25 04:45:20";3
26625;"Morro Bay";"2017-04-25 04:45:20";15
26626;"powerful consultant";"2017-04-25 04:45:20";3
26627;"operations manager";"2017-04-25 04:45:21";3
26628;"Erik Howell";"2017-04-25 04:45:21";2
26629;"Susan McCabe";"2017-04-25 04:45:21";2
26630;"Wendy Mitchell";"2017-04-25 04:45:21";2
26631;"Ed Henry";"2017-04-25 04:45:22";2
26632;"Space Policy Institute";"2017-04-25 04:45:26";13
26633;"Space Policy Institute";"2017-04-25 04:45:26";8
26634;"John Logsdon";"2017-04-25 04:45:26";2
26635;"Israel's government";"2017-04-25 04:45:30";8
26636;"Tony Barboza";"2017-04-25 04:45:37";2
26637;"polluted.steve.lopez@latimes.com";"2017-04-25 04:45:38";6
26638;"the NASCAR";"2017-04-25 04:45:38";18
26639;"Alicia Rivera";"2017-04-25 04:45:38";2
26640;"John Moretta";"2017-04-25 04:45:38";2
26641;"Fossil Fuels Advisory Board";"2017-04-25 04:45:38";8
26642;"Western States Petroleum Assn";"2017-04-25 04:45:39";8
26643;"Exide";"2017-04-25 04:45:39";1
26644;"California Safe Schools";"2017-04-25 04:45:39";1
26645;"In Diamond Bar";"2017-04-25 04:45:40";13
26646;"Robina Suwol";"2017-04-25 04:45:40";2
26647;"professor of preventive medicine";"2017-04-25 04:45:40";3
26648;"Exide plant";"2017-04-25 04:45:40";13
26649;"Democratic Santa Ana";"2017-04-25 04:45:41";7
26650;"clean-energy advocate";"2017-04-25 04:45:42";3
26651;"Environmental Quality Committee";"2017-04-25 04:45:42";8
26652;"Barry Wallerstein";"2017-04-25 04:45:43";2
26653;"Dwight Robinson";"2017-04-25 04:45:43";2
26654;"Republican Lake Forest Councilman";"2017-04-25 04:45:43";3
26655;"nascar";"2017-04-25 04:45:43";1
26656;"Diamond Bar";"2017-04-25 04:45:43";13
26657;"port industries representative";"2017-04-25 04:45:43";3
26658;"oil-backed ballot proposition";"2017-04-25 04:45:44";4
26659;"Andrea Hricko";"2017-04-25 04:45:44";2
26660;"Miguel Pulido";"2017-04-25 04:45:44";2
26661;"Steve Kinsey";"2017-04-25 04:45:47";2
26662;"Jeremy Meeks";"2017-04-25 04:45:48";2
26663;"senior deputy";"2017-04-25 04:45:48";3
26664;"interim executive director";"2017-04-25 04:45:48";3
26665;"Jack Ainsworth";"2017-04-25 04:45:49";2
26666;"dan.weikel@latimes.com";"2017-04-25 04:45:49";6
26667;"Julie Ross";"2017-04-25 04:45:50";2
26668;"a single primary";"2017-04-25 04:45:58";22
26669;"political journalist";"2017-04-25 04:45:59";3
26670;"outsourced manufacturing jobs";"2017-04-25 04:46:03";4
26671;"Masayoshi Son";"2017-04-25 04:46:04";2
26672;"wireless phone";"2017-04-25 04:46:04";4
26673;"head people";"2017-04-25 04:46:04";3
26674;"OneWeb";"2017-04-25 04:46:05";1
26675;"Sprint Corp.";"2017-04-25 04:46:06";1
26676;"space startup";"2017-04-25 04:46:06";4
26677;"Charlie Sheen";"2017-04-25 04:46:08";2
26678;"director position";"2017-04-25 04:46:13";3
26679;"director duties";"2017-04-25 04:46:15";3
26680;"campaign aide";"2017-04-25 04:46:15";3
26681;"fellow Trump transition aide";"2017-04-25 04:46:16";3
26682;"Trump transition spokesman";"2017-04-25 04:46:16";3
26683;"A.J. Delgado";"2017-04-25 04:46:16";2
26684;"Rielle Hunter";"2017-04-25 04:46:17";2
26685;"Trump campaign aide";"2017-04-25 04:46:17";3
26686;"Robert Sarkis";"2017-04-25 04:46:20";2
26687;"Congressional committee";"2017-04-25 04:46:20";8
26688;"Nathan Click";"2017-04-25 04:46:20";2
26689;"Los Angeles judge";"2017-04-25 04:46:21";3
26690;"Legal Defense Foundation";"2017-04-25 04:46:21";8
26691;"David Beltran";"2017-04-25 04:46:21";2
26692;"Alexandra Snyder";"2017-04-25 04:46:23";2
26693;"spokesman for Harris";"2017-04-25 04:46:24";3
26694;"liberal hysteria";"2017-04-25 04:46:28";30
26695;"F-18s";"2017-04-25 04:46:29";23
26696;"B-1";"2017-04-25 04:46:30";23
26697;"planes and military equipment";"2017-04-25 04:46:30";4
26698;"John ZogbyA";"2017-04-25 04:46:30";2
26699;"great left-hander pitcher";"2017-04-25 04:46:31";3
26700;"Trump Tweeted";"2017-04-25 04:46:31";2
26701;"Warren Spahn";"2017-04-25 04:46:32";2
26702;"the Lockheed Martin";"2017-04-25 04:46:32";1
26703;"southeastern Utah";"2017-04-25 04:46:37";28
26704;"Bishop , chairman";"2017-04-25 04:46:38";3
26705;"Bears Ears Commission";"2017-04-25 04:46:38";8
26706;"Russell Begaye";"2017-04-25 04:46:38";2
26707;"Utah desert";"2017-04-25 04:46:38";15
26708;"Bear Ears National Monument";"2017-04-25 04:46:38";13
26709;"Christy Goldfuss";"2017-04-25 04:46:40";2
26710;"Gold Butte National Monument";"2017-04-25 04:46:40";13
26711;"House Committee on Natural Resources";"2017-04-25 04:46:41";8
26712;"Kyle Hovenkotter";"2017-04-25 04:46:46";2
26713;"Westwood";"2017-04-25 04:46:46";7
26714;"Pratt Institute";"2017-04-25 04:46:47";8
26715;"Rod Hadrian";"2017-04-25 04:46:47";2
26716;"»carolina.miranda@latimes.com";"2017-04-25 04:46:48";6
26717;"ARC";"2017-04-25 04:46:48";1
26718;"municipal infrastructure";"2017-04-25 04:46:48";4
26719;"Kriston Capps";"2017-04-25 04:46:48";2
26720;"Transportation Security Administration";"2017-04-25 04:46:48";1
26721;"Kevin Rouhani";"2017-04-25 04:46:49";2
26722;"manager at a small construction company";"2017-04-25 04:46:49";3
26723;"architecture writer";"2017-04-25 04:46:49";3
26724;"Jimmy Benavente";"2017-04-25 04:46:49";2
26725;"Jake Matatyaou";"2017-04-25 04:46:50";2
26726;"Pratt Institute";"2017-04-25 04:46:50";13
26727;"Halbert project coordinator";"2017-04-25 04:46:50";3
26728;"Southern California Institute of Architecture";"2017-04-25 04:46:51";13
26729;"Homeland Security chief";"2017-04-25 04:46:51";3
26730;"Southern California Institute of Architecture";"2017-04-25 04:46:52";8
26731;"project manager";"2017-04-25 04:46:53";3
26732;"high school Latin teacher";"2017-04-25 04:46:53";3
26733;"Meridian Precast Inc.";"2017-04-25 04:46:54";1
26734;"northern England";"2017-04-25 04:46:54";28
26735;"State Board of Education";"2017-04-25 04:47:01";8
26736;"Marina del Rey";"2017-04-25 04:47:01";7
26737;"Silicon Valley";"2017-04-25 04:47:02";7
26738;"Microsoft Vista";"2017-04-25 04:47:02";27
26739;"hereanna.phillips@latimes.com";"2017-04-25 04:47:02";6
26740;"companies providing services";"2017-04-25 04:47:02";4
26741;"Vielka McFarlane";"2017-04-25 04:47:02";2
26742;"creative media assistant ”";"2017-04-25 04:47:03";3
26743;"Los Angeles County office of Education";"2017-04-25 04:47:03";8
26744;"Michelle King";"2017-04-25 04:47:03";2
26745;"black car";"2017-04-25 04:47:03";4
26746;"John Yeh";"2017-04-25 04:47:04";2
26747;"Enrique Barraza";"2017-04-25 04:47:04";2
26748;"Orion International Academy";"2017-04-25 04:47:04";8
26749;"video producer";"2017-04-25 04:47:05";4
26750;"L.A. Unified";"2017-04-25 04:47:05";1
26751;"current CEO";"2017-04-25 04:47:05";3
26752;"Celerity Global Development";"2017-04-25 04:47:05";1
26753;"Celerity Educational Group";"2017-04-25 04:47:05";1
26754;"charter school";"2017-04-25 04:47:05";4
26755;"Rolando McFarlane";"2017-04-25 04:47:06";2
26756;"Solé";"2017-04-25 04:47:06";2
26757;"director of operations";"2017-04-25 04:47:06";3
26758;"Jose Cole-Gutierrez";"2017-04-25 04:47:06";2
26759;"Lori Wynn";"2017-04-25 04:47:07";2
26760;"Miguel Portillo";"2017-04-25 04:47:07";2
26761;"school network";"2017-04-25 04:47:07";4
26762;"Blacklane";"2017-04-25 04:47:07";1
26763;"Celerity Development";"2017-04-25 04:47:07";1
26764;"payroll administrator , a TV network consultant and a video producer";"2017-04-25 04:47:07";3
26765;"out-of-state travel";"2017-04-25 04:47:08";4
26766;"foreman";"2017-04-25 04:47:08";3
26767;"nonprofit network";"2017-04-25 04:47:08";4
26768;"King , the superintendent";"2017-04-25 04:47:08";3
26769;"charter";"2017-04-25 04:47:09";4
26770;"Jaime McFarlane";"2017-04-25 04:47:09";2
26771;"Julie Stern";"2017-04-25 04:47:10";2
26772;"handyman service";"2017-04-25 04:47:10";3
26773;"elementary school teacher";"2017-04-25 04:47:10";3
26774;"Lisa Cordero";"2017-04-25 04:47:11";2
26775;"district spokeswoman";"2017-04-25 04:47:11";3
26776;"Peruvian restaurant";"2017-04-25 04:47:11";13
26777;"Bob Stern";"2017-04-25 04:47:12";2
